,engagement_count,bet_intent_count
FIXTURE:ufo:mtch:1vl-01g,97,97
FIXTURE:ufo:mtch:1vl-01h,97,97
FIXTURE:ufo:mtch:1wa-00u,97,97
FIXTURE:ufo:mtch:1uw-27e,96,96
FIXTURE:ufo:mtch:1v0-018,96,96
FIXTURE:ufo:mtch:1v4-02s,96,96
FIXTURE:ufo:mtch:1v6-2iq,96,96
FIXTURE:ufo:mtch:1v7-07p,96,96
FIXTURE:ufo:mtch:1v8-08i,96,96
FIXTURE:ufo:mtch:1v9-0fb,96,96
FIXTURE:ufo:mtch:1va-0mo,96,96
FIXTURE:ufo:mtch:1ut-04m,95,95
FIXTURE:ufo:mtch:1v0-0vs,95,95
FIXTURE:ufo:mtch:1v5-0c7,95,95
FIXTURE:ufo:mtch:1v8-01w,95,95
FIXTURE:ufo:mtch:1v9-02i,95,95
FIXTURE:ufo:mtch:1vl-06q,95,95
FIXTURE:ufo:mtch:1us-24d,94,94
FIXTURE:ufo:mtch:1ux-05f,94,94
FIXTURE:ufo:mtch:1v5-0c6,94,94
FIXTURE:ufo:mtch:1vg-02t,94,94
FIXTURE:ufo:mtch:1vv-04a,94,94
FIXTURE:ufo:mtch:1vw-02p,94,94
FIXTURE:ufo:mtch:1uu-009,93,93
FIXTURE:ufo:mtch:1uz-08e,93,93
FIXTURE:ufo:mtch:1v4-024,93,93
FIXTURE:ufo:mtch:1vd-01k,93,93
FIXTURE:ufo:mtch:1vd-0bo,93,93
FIXTURE:ufo:mtch:1vd-0bq,93,93
FIXTURE:ufo:mtch:1vh-04d,93,93
FIXTURE:ufo:mtch:1us-0pf,92,92
FIXTURE:ufo:mtch:1uu-008,92,92
FIXTURE:ufo:mtch:1v0-011,92,92
FIXTURE:ufo:mtch:1v5-01i,92,92
FIXTURE:ufo:mtch:1vb-03k,92,92
FIXTURE:ufo:mtch:1vb-06h,92,92
FIXTURE:ufo:mtch:1vg-02q,92,92
FIXTURE:ufo:mtch:1vg-038,92,92
FIXTURE:ufo:mtch:1uz-08c,91,91
FIXTURE:ufo:mtch:1uz-08g,91,91
FIXTURE:ufo:mtch:1uz-08h,91,91
FIXTURE:ufo:mtch:1v5-02z,91,91
FIXTURE:ufo:mtch:1v6-08y,91,91
FIXTURE:ufo:mtch:1v8-0iv,91,91
FIXTURE:ufo:mtch:1vg-039,91,91
FIXTURE:ufo:mtch:1vu-03k,91,91
FIXTURE:ufo:mtch:1vv-049,91,91
FIXTURE:ufo:mtch:1vv-04b,91,91
FIXTURE:ufo:mtch:1v0-037,90,90
FIXTURE:ufo:mtch:1v5-02j,90,90
FIXTURE:ufo:mtch:1vc-06f,90,90
FIXTURE:ufo:mtch:1vc-0c8,90,90
FIXTURE:ufo:mtch:1vd-01n,90,90
FIXTURE:ufo:mtch:1vd-0wy,90,90
FIXTURE:ufo:mtch:1vk-00r,90,90
FIXTURE:ufo:mtch:1vl-0uc,90,90
FIXTURE:ufo:mtch:1ut-033,89,89
FIXTURE:ufo:mtch:1ux-05u,89,89
FIXTURE:ufo:mtch:1uz-014,89,89
FIXTURE:ufo:mtch:1uz-016,89,89
FIXTURE:ufo:mtch:1uz-089,89,89
FIXTURE:ufo:mtch:1uz-08a,89,89
FIXTURE:ufo:mtch:1uz-08b,89,89
FIXTURE:ufo:mtch:1v6-2im,89,89
FIXTURE:ufo:mtch:1v8-02y,89,89
FIXTURE:ufo:mtch:1vg-02y,89,89
FIXTURE:ufo:mtch:1vg-034,89,89
FIXTURE:ufo:mtch:1vl-077,89,89
FIXTURE:ufo:mtch:1ux-04p,88,88
FIXTURE:ufo:mtch:1uz-01v,88,88
FIXTURE:ufo:mtch:1vl-01d,88,88
FIXTURE:ufo:mtch:1vl-02u,88,88
FIXTURE:ufo:mtch:1vl-0cq,88,88
FIXTURE:ufo:mtch:1us-04o,87,87
FIXTURE:ufo:mtch:1ux-27d,87,87
FIXTURE:ufo:mtch:1ux-2hq,87,87
FIXTURE:ufo:mtch:1uz-04o,87,87
FIXTURE:ufo:mtch:1v5-0aj,87,87
FIXTURE:ufo:mtch:1vi-04f,87,87
FIXTURE:ufo:mtch:1uz-01l,86,86
FIXTURE:ufo:mtch:1vl-092,86,86
FIXTURE:ufo:mtch:1ux-265,85,85
FIXTURE:ufo:mtch:1uz-01s,85,85
FIXTURE:ufo:mtch:1v5-03x,85,85
FIXTURE:ufo:mtch:1v5-0cx,85,85
FIXTURE:ufo:mtch:1v6-03r,85,85
FIXTURE:ufo:mtch:1v6-186,85,85
FIXTURE:ufo:mtch:1v6-2h2,85,85
FIXTURE:ufo:mtch:1v7-023,85,85
FIXTURE:ufo:mtch:1v8-0mp,85,85
FIXTURE:ufo:mtch:1vc-02j,85,85
FIXTURE:ufo:mtch:1vd-0x2,85,85
FIXTURE:ufo:mtch:1vk-090,85,85
FIXTURE:ufo:mtch:1vm-00h,85,85
FIXTURE:ufo:mtch:1v5-02v,84,84
FIXTURE:ufo:mtch:1v5-060,84,84
FIXTURE:ufo:mtch:1v5-06o,84,84
FIXTURE:ufo:mtch:1v9-0gb,84,84
FIXTURE:ufo:mtch:1ve-03i,84,84
FIXTURE:ufo:mtch:1vf-21e,84,84
FIXTURE:ufo:mtch:1vk-03h,84,84
FIXTURE:ufo:mtch:1v5-01d,83,83
FIXTURE:ufo:mtch:1v5-0pn,83,83
FIXTURE:ufo:mtch:1v6-189,83,83
FIXTURE:ufo:mtch:1v8-00k,83,83
FIXTURE:ufo:mtch:1vb-03n,83,83
FIXTURE:ufo:mtch:1vg-07x,83,83
FIXTURE:ufo:mtch:1ut-08i,82,82
FIXTURE:ufo:mtch:1v7-02z,82,82
FIXTURE:ufo:mtch:1vd-0bx,82,82
FIXTURE:ufo:mtch:1vd-0c0,82,82
FIXTURE:ufo:mtch:1vd-0zi,82,82
FIXTURE:ufo:mtch:1vd-3di,82,82
FIXTURE:ufo:mtch:1vj-2ab,82,82
FIXTURE:ufo:mtch:1vk-07w,82,82
FIXTURE:ufo:mtch:1ut-00i,81,81
FIXTURE:ufo:mtch:1v8-00i,81,81
FIXTURE:ufo:mtch:1vd-0zj,81,81
FIXTURE:ufo:mtch:1ve-00q,81,81
FIXTURE:ufo:mtch:1vh-02u,81,81
FIXTURE:ufo:mtch:1us-1i0,80,80
FIXTURE:ufo:mtch:1us-2sh,80,80
FIXTURE:ufo:mtch:1ut-01g,80,80
FIXTURE:ufo:mtch:1v0-0sl,80,80
FIXTURE:ufo:mtch:1v3-02f,80,80
FIXTURE:ufo:mtch:1v4-03h,80,80
FIXTURE:ufo:mtch:1v5-04z,80,80
FIXTURE:ufo:mtch:1v5-053,80,80
FIXTURE:ufo:mtch:1v5-08m,80,80
FIXTURE:ufo:mtch:1v6-2hq,80,80
FIXTURE:ufo:mtch:1v7-035,80,80
FIXTURE:ufo:mtch:1v7-05p,80,80
FIXTURE:ufo:mtch:1vm-00m,80,80
FIXTURE:ufo:mtch:1uu-00o,79,79
FIXTURE:ufo:mtch:1uy-02s,79,79
FIXTURE:ufo:mtch:1uz-029,79,79
FIXTURE:ufo:mtch:1uz-0ij,79,79
FIXTURE:ufo:mtch:1v4-025,79,79
FIXTURE:ufo:mtch:1vd-0b1,79,79
FIXTURE:ufo:mtch:1vd-0ki,79,79
FIXTURE:ufo:mtch:1vj-01d,79,79
FIXTURE:ufo:mtch:1vl-0bv,79,79
FIXTURE:ufo:mtch:1uw-2bt,78,78
FIXTURE:ufo:mtch:1uz-04b,78,78
FIXTURE:ufo:mtch:1uz-0a2,78,78
FIXTURE:ufo:mtch:1v2-01k,78,78
FIXTURE:ufo:mtch:1v4-03q,78,78
FIXTURE:ufo:mtch:1v5-06k,78,78
FIXTURE:ufo:mtch:1v7-00p,78,78
FIXTURE:ufo:mtch:1v7-0xa,78,78
FIXTURE:ufo:mtch:1vc-029,78,78
FIXTURE:ufo:mtch:1vg-249,78,78
FIXTURE:ufo:mtch:1vk-09w,78,78
FIXTURE:ufo:mtch:1vl-179,78,78
FIXTURE:ufo:mtch:1us-0np,77,77
FIXTURE:ufo:mtch:1us-1sh,77,77
FIXTURE:ufo:mtch:1us-2t4,77,77
FIXTURE:ufo:mtch:1ut-03b,77,77
FIXTURE:ufo:mtch:1uy-02d,77,77
FIXTURE:ufo:mtch:1uz-0a3,77,77
FIXTURE:ufo:mtch:1uz-0a5,77,77
FIXTURE:ufo:mtch:1v1-004,77,77
FIXTURE:ufo:mtch:1v2-027,77,77
FIXTURE:ufo:mtch:1v2-25a,77,77
FIXTURE:ufo:mtch:1v7-11y,77,77
FIXTURE:ufo:mtch:1v8-00p,77,77
FIXTURE:ufo:mtch:1v8-0fn,77,77
FIXTURE:ufo:mtch:1va-0n0,77,77
FIXTURE:ufo:mtch:1vh-04b,77,77
FIXTURE:ufo:mtch:1vh-1kg,77,77
FIXTURE:ufo:mtch:1vh-2a3,77,77
FIXTURE:ufo:mtch:1vk-02c,77,77
FIXTURE:ufo:mtch:1vl-036,77,77
FIXTURE:ufo:mtch:1vl-0er,77,77
FIXTURE:ufo:mtch:1uw-27p,76,76
FIXTURE:ufo:mtch:1uy-02e,76,76
FIXTURE:ufo:mtch:1uy-04o,76,76
FIXTURE:ufo:mtch:1uy-0pf,76,76
FIXTURE:ufo:mtch:1v5-05z,76,76
FIXTURE:ufo:mtch:1v6-18h,76,76
FIXTURE:ufo:mtch:1vb-04a,76,76
FIXTURE:ufo:mtch:1vd-3d2,76,76
FIXTURE:ufo:mtch:1vi-02t,76,76
FIXTURE:ufo:mtch:1vk-0a8,76,76
FIXTURE:ufo:mtch:1vk-0cl,76,76
FIXTURE:ufo:mtch:1vl-0w9,76,76
FIXTURE:ufo:mtch:1uu-01k,75,75
FIXTURE:ufo:mtch:1uy-0ai,75,75
FIXTURE:ufo:mtch:1uz-0a4,75,75
FIXTURE:ufo:mtch:1v6-03e,75,75
FIXTURE:ufo:mtch:1v7-0x3,75,75
FIXTURE:ufo:mtch:1v7-0x9,75,75
FIXTURE:ufo:mtch:1v8-02d,75,75
FIXTURE:ufo:mtch:1vd-01g,75,75
FIXTURE:ufo:mtch:1vi-02b,75,75
FIXTURE:ufo:mtch:1vk-02b,75,75
FIXTURE:ufo:mtch:1vl-02n,75,75
FIXTURE:ufo:mtch:1vl-03e,75,75
FIXTURE:ufo:mtch:1us-24e,74,74
FIXTURE:ufo:mtch:1us-2bz,74,74
FIXTURE:ufo:mtch:1uz-04n,74,74
FIXTURE:ufo:mtch:1uz-090,74,74
FIXTURE:ufo:mtch:1v0-0kr,74,74
FIXTURE:ufo:mtch:1v0-0m0,74,74
FIXTURE:ufo:mtch:1v7-124,74,74
FIXTURE:ufo:mtch:1va-2az,74,74
FIXTURE:ufo:mtch:1vb-06j,74,74
FIXTURE:ufo:mtch:1vh-03k,74,74
FIXTURE:ufo:mtch:1vi-02v,74,74
FIXTURE:ufo:mtch:1vi-25z,74,74
FIXTURE:ufo:mtch:1vk-0a5,74,74
FIXTURE:ufo:mtch:1vk-0cu,74,74
FIXTURE:ufo:mtch:1vl-03o,74,74
FIXTURE:ufo:mtch:1vl-054,74,74
FIXTURE:ufo:mtch:1vl-0oo,74,74
FIXTURE:ufo:mtch:1vl-2c1,74,74
FIXTURE:ufo:mtch:1vl-2c4,74,74
FIXTURE:ufo:mtch:1us-011,73,73
FIXTURE:ufo:mtch:1uz-00y,73,73
FIXTURE:ufo:mtch:1uz-01k,73,73
FIXTURE:ufo:mtch:1v4-02d,73,73
FIXTURE:ufo:mtch:1vb-06g,73,73
FIXTURE:ufo:mtch:1vd-01i,73,73
FIXTURE:ufo:mtch:1vf-25q,73,73
FIXTURE:ufo:mtch:1vi-02u,73,73
FIXTURE:ufo:mtch:1us-2su,72,72
FIXTURE:ufo:mtch:1ut-01e,72,72
FIXTURE:ufo:mtch:1ut-01q,72,72
FIXTURE:ufo:mtch:1uz-026,72,72
FIXTURE:ufo:mtch:1uz-08y,72,72
FIXTURE:ufo:mtch:1v0-04s,72,72
FIXTURE:ufo:mtch:1v0-04y,72,72
FIXTURE:ufo:mtch:1v1-0b8,72,72
FIXTURE:ufo:mtch:1v7-022,72,72
FIXTURE:ufo:mtch:1v8-04z,72,72
FIXTURE:ufo:mtch:1v8-0o4,72,72
FIXTURE:ufo:mtch:1vb-03e,72,72
FIXTURE:ufo:mtch:1vi-272,72,72
FIXTURE:ufo:mtch:1uy-02h,71,71
FIXTURE:ufo:mtch:1uy-038,71,71
FIXTURE:ufo:mtch:1uz-00q,71,71
FIXTURE:ufo:mtch:1uz-00r,71,71
FIXTURE:ufo:mtch:1uz-00v,71,71
FIXTURE:ufo:mtch:1uz-00w,71,71
FIXTURE:ufo:mtch:1v1-01z,71,71
FIXTURE:ufo:mtch:1v3-023,71,71
FIXTURE:ufo:mtch:1v5-01q,71,71
FIXTURE:ufo:mtch:1v6-04b,71,71
FIXTURE:ufo:mtch:1v6-18b,71,71
FIXTURE:ufo:mtch:1v7-05t,71,71
FIXTURE:ufo:mtch:1v7-0y3,71,71
FIXTURE:ufo:mtch:1v9-1rm,71,71
FIXTURE:ufo:mtch:1vd-02q,71,71
FIXTURE:ufo:mtch:1vg-089,71,71
FIXTURE:ufo:mtch:1vk-04c,71,71
FIXTURE:ufo:mtch:1vl-023,71,71
FIXTURE:ufo:mtch:1us-00z,70,70
FIXTURE:ufo:mtch:1ut-01d,70,70
FIXTURE:ufo:mtch:1ut-06w,70,70
FIXTURE:ufo:mtch:1ux-04y,70,70
FIXTURE:ufo:mtch:1uz-01p,70,70
FIXTURE:ufo:mtch:1v0-00n,70,70
FIXTURE:ufo:mtch:1v0-04k,70,70
FIXTURE:ufo:mtch:1v0-04t,70,70
FIXTURE:ufo:mtch:1v7-02q,70,70
FIXTURE:ufo:mtch:1vf-213,70,70
FIXTURE:ufo:mtch:1us-01u,69,69
FIXTURE:ufo:mtch:1uz-04w,69,69
FIXTURE:ufo:mtch:1v7-05r,69,69
FIXTURE:ufo:mtch:1v8-00j,69,69
FIXTURE:ufo:mtch:1vd-014,69,69
FIXTURE:ufo:mtch:1vh-03j,69,69
FIXTURE:ufo:mtch:1vj-2iz,69,69
FIXTURE:ufo:mtch:1vl-0ha,69,69
FIXTURE:ufo:mtch:1us-0g8,68,68
FIXTURE:ufo:mtch:1us-35m,68,68
FIXTURE:ufo:mtch:1uw-280,68,68
FIXTURE:ufo:mtch:1uw-29c,68,68
FIXTURE:ufo:mtch:1v1-013,68,68
FIXTURE:ufo:mtch:1v1-01g,68,68
FIXTURE:ufo:mtch:1v7-03v,68,68
FIXTURE:ufo:mtch:1v7-05l,68,68
FIXTURE:ufo:mtch:1v9-0cy,68,68
FIXTURE:ufo:mtch:1vh-20w,68,68
FIXTURE:ufo:mtch:1vl-083,68,68
FIXTURE:ufo:mtch:1vl-14y,68,68
FIXTURE:ufo:mtch:1us-2ss,67,67
FIXTURE:ufo:mtch:1ut-01a,67,67
FIXTURE:ufo:mtch:1ut-066,67,67
FIXTURE:ufo:mtch:1v0-00p,67,67
FIXTURE:ufo:mtch:1vb-06e,67,67
FIXTURE:ufo:mtch:1vc-03a,67,67
FIXTURE:ufo:mtch:1vd-0jc,67,67
FIXTURE:ufo:mtch:1vg-02r,67,67
FIXTURE:ufo:mtch:1vg-04v,67,67
FIXTURE:ufo:mtch:1vk-0dz,67,67
FIXTURE:ufo:mtch:1vk-0h6,67,67
FIXTURE:ufo:mtch:1vl-029,67,67
FIXTURE:ufo:mtch:1ur-01w,66,66
FIXTURE:ufo:mtch:1us-2t0,66,66
FIXTURE:ufo:mtch:1ut-0xp,66,66
FIXTURE:ufo:mtch:1uw-27x,66,66
FIXTURE:ufo:mtch:1uz-0qi,66,66
FIXTURE:ufo:mtch:1v0-00z,66,66
FIXTURE:ufo:mtch:1v0-02l,66,66
FIXTURE:ufo:mtch:1v0-02t,66,66
FIXTURE:ufo:mtch:1v0-030,66,66
FIXTURE:ufo:mtch:1v2-254,66,66
FIXTURE:ufo:mtch:1vf-25p,66,66
FIXTURE:ufo:mtch:1vg-04x,66,66
FIXTURE:ufo:mtch:1vl-01j,66,66
FIXTURE:ufo:mtch:1us-015,65,65
FIXTURE:ufo:mtch:1us-07a,65,65
FIXTURE:ufo:mtch:1us-0qi,65,65
FIXTURE:ufo:mtch:1ut-013,65,65
FIXTURE:ufo:mtch:1uz-048,65,65
FIXTURE:ufo:mtch:1v1-020,65,65
FIXTURE:ufo:mtch:1v1-0e4,65,65
FIXTURE:ufo:mtch:1v8-0iu,65,65
FIXTURE:ufo:mtch:1va-0mx,65,65
FIXTURE:ufo:mtch:1vg-08i,65,65
FIXTURE:ufo:mtch:1vi-03h,65,65
FIXTURE:ufo:mtch:1vi-05i,65,65
FIXTURE:ufo:mtch:1vl-0wl,65,65
FIXTURE:ufo:mtch:1vl-14u,65,65
FIXTURE:ufo:mtch:1uu-0dj,64,64
FIXTURE:ufo:mtch:1uy-02f,64,64
FIXTURE:ufo:mtch:1v0-03a,64,64
FIXTURE:ufo:mtch:1v4-03t,64,64
FIXTURE:ufo:mtch:1vc-02l,64,64
FIXTURE:ufo:mtch:1ve-03h,64,64
FIXTURE:ufo:mtch:1vf-25o,64,64
FIXTURE:ufo:mtch:1vi-05s,64,64
FIXTURE:ufo:mtch:1vl-02p,64,64
FIXTURE:ufo:mtch:1vl-03b,64,64
FIXTURE:ufo:mtch:1vl-03q,64,64
FIXTURE:ufo:mtch:1vl-0wg,64,64
FIXTURE:ufo:mtch:1ut-049,63,63
FIXTURE:ufo:mtch:1ux-04q,63,63
FIXTURE:ufo:mtch:1uz-0ev,63,63
FIXTURE:ufo:mtch:1v1-00v,63,63
FIXTURE:ufo:mtch:1v1-01w,63,63
FIXTURE:ufo:mtch:1v4-03s,63,63
FIXTURE:ufo:mtch:1v7-033,63,63
FIXTURE:ufo:mtch:1v8-02g,63,63
FIXTURE:ufo:mtch:1v8-02w,63,63
FIXTURE:ufo:mtch:1vc-06g,63,63
FIXTURE:ufo:mtch:1vg-04w,63,63
FIXTURE:ufo:mtch:1vg-2w9,63,63
FIXTURE:ufo:mtch:1vk-03s,63,63
FIXTURE:ufo:mtch:1vl-0w1,63,63
FIXTURE:ufo:mtch:1tq-00p,62,62
FIXTURE:ufo:mtch:1ut-01r,62,62
FIXTURE:ufo:mtch:1ut-02z,62,62
FIXTURE:ufo:mtch:1ut-04a,62,62
FIXTURE:ufo:mtch:1uy-03p,62,62
FIXTURE:ufo:mtch:1v4-02o,62,62
FIXTURE:ufo:mtch:1v7-08a,62,62
FIXTURE:ufo:mtch:1vc-00v,62,62
FIXTURE:ufo:mtch:1vh-04i,62,62
FIXTURE:ufo:mtch:1vi-2eu,62,62
FIXTURE:ufo:mtch:1vl-155,62,62
FIXTURE:ufo:mtch:1vq-05n,62,62
FIXTURE:ufo:mtch:1us-0qh,61,61
FIXTURE:ufo:mtch:1ut-04b,61,61
FIXTURE:ufo:mtch:1ux-00t,61,61
FIXTURE:ufo:mtch:1uy-059,61,61
FIXTURE:ufo:mtch:1v5-25n,61,61
FIXTURE:ufo:mtch:1v7-03y,61,61
FIXTURE:ufo:mtch:1vb-1qw,61,61
FIXTURE:ufo:mtch:1vh-0ll,61,61
FIXTURE:ufo:mtch:1vi-22o,61,61
FIXTURE:ufo:mtch:1vk-0cr,61,61
FIXTURE:ufo:mtch:1vl-14x,61,61
FIXTURE:ufo:mtch:1us-2sq,60,60
FIXTURE:ufo:mtch:1us-2sr,60,60
FIXTURE:ufo:mtch:1ut-069,60,60
FIXTURE:ufo:mtch:1uz-03m,60,60
FIXTURE:ufo:mtch:1uz-07q,60,60
FIXTURE:ufo:mtch:1v1-1vp,60,60
FIXTURE:ufo:mtch:1vc-00t,60,60
FIXTURE:ufo:mtch:1ve-01q,60,60
FIXTURE:ufo:mtch:1vf-25g,60,60
FIXTURE:ufo:mtch:1vg-0f7,60,60
FIXTURE:ufo:mtch:1vh-2c2,60,60
FIXTURE:ufo:mtch:1vi-1qs,60,60
FIXTURE:ufo:mtch:1vk-03b,60,60
FIXTURE:ufo:mtch:1vl-06s,60,60
FIXTURE:ufo:mtch:1us-0g4,59,59
FIXTURE:ufo:mtch:1ut-00j,59,59
FIXTURE:ufo:mtch:1uz-017,59,59
FIXTURE:ufo:mtch:1v0-017,59,59
FIXTURE:ufo:mtch:1v1-016,59,59
FIXTURE:ufo:mtch:1v8-04d,59,59
FIXTURE:ufo:mtch:1vd-038,59,59
FIXTURE:ufo:mtch:1ve-063,59,59
FIXTURE:ufo:mtch:1vf-00m,59,59
FIXTURE:ufo:mtch:1vf-25n,59,59
FIXTURE:ufo:mtch:1vg-14k,59,59
FIXTURE:ufo:mtch:1vg-1h0,59,59
FIXTURE:ufo:mtch:1vg-1h2,59,59
FIXTURE:ufo:mtch:1vg-1qw,59,59
FIXTURE:ufo:mtch:1vh-2bo,59,59
FIXTURE:ufo:mtch:1us-03f,58,58
FIXTURE:ufo:mtch:1us-0qj,58,58
FIXTURE:ufo:mtch:1ut-067,58,58
FIXTURE:ufo:mtch:1uy-03r,58,58
FIXTURE:ufo:mtch:1uy-0e4,58,58
FIXTURE:ufo:mtch:1uz-0gt,58,58
FIXTURE:ufo:mtch:1v0-00d,58,58
FIXTURE:ufo:mtch:1v0-0bg,58,58
FIXTURE:ufo:mtch:1v0-15w,58,58
FIXTURE:ufo:mtch:1v3-26k,58,58
FIXTURE:ufo:mtch:1v6-16w,58,58
FIXTURE:ufo:mtch:1v7-02v,58,58
FIXTURE:ufo:mtch:1v7-030,58,58
FIXTURE:ufo:mtch:1v7-0bk,58,58
FIXTURE:ufo:mtch:1vb-03g,58,58
FIXTURE:ufo:mtch:1us-06q,57,57
FIXTURE:ufo:mtch:1ut-011,57,57
FIXTURE:ufo:mtch:1ut-0or,57,57
FIXTURE:ufo:mtch:1v7-0x2,57,57
FIXTURE:ufo:mtch:1v9-0fg,57,57
FIXTURE:ufo:mtch:1vd-0kn,57,57
FIXTURE:ufo:mtch:1vg-0fo,57,57
FIXTURE:ufo:mtch:1vj-01g,57,57
FIXTURE:ufo:mtch:1vk-0cx,57,57
FIXTURE:ufo:mtch:1vl-0bq,57,57
FIXTURE:ufo:mtch:1us-01k,56,56
FIXTURE:ufo:mtch:1us-03a,56,56
FIXTURE:ufo:mtch:1uy-01c,56,56
FIXTURE:ufo:mtch:1v1-00j,56,56
FIXTURE:ufo:mtch:1v8-01a,56,56
FIXTURE:ufo:mtch:1vc-03v,56,56
FIXTURE:ufo:mtch:1vl-03j,56,56
FIXTURE:ufo:mtch:1vl-0wy,56,56
FIXTURE:ufo:mtch:1vm-00l,56,56
FIXTURE:ufo:mtch:1us-00k,55,55
FIXTURE:ufo:mtch:1us-03c,55,55
FIXTURE:ufo:mtch:1us-0gb,55,55
FIXTURE:ufo:mtch:1ut-010,55,55
FIXTURE:ufo:mtch:1ut-012,55,55
FIXTURE:ufo:mtch:1ut-031,55,55
FIXTURE:ufo:mtch:1v2-24s,55,55
FIXTURE:ufo:mtch:1v6-01p,55,55
FIXTURE:ufo:mtch:1v6-04q,55,55
FIXTURE:ufo:mtch:1vb-048,55,55
FIXTURE:ufo:mtch:1vc-00z,55,55
FIXTURE:ufo:mtch:1vg-02w,55,55
FIXTURE:ufo:mtch:1vg-0fl,55,55
FIXTURE:ufo:mtch:1vi-23s,55,55
FIXTURE:ufo:mtch:1vi-2eb,55,55
FIXTURE:ufo:mtch:1vl-01l,55,55
FIXTURE:ufo:mtch:1us-1i4,54,54
FIXTURE:ufo:mtch:1us-25u,54,54
FIXTURE:ufo:mtch:1ut-0ee,54,54
FIXTURE:ufo:mtch:1ut-0hb,54,54
FIXTURE:ufo:mtch:1uw-288,54,54
FIXTURE:ufo:mtch:1ux-00z,54,54
FIXTURE:ufo:mtch:1uy-01d,54,54
FIXTURE:ufo:mtch:1v4-02f,54,54
FIXTURE:ufo:mtch:1v6-02j,54,54
FIXTURE:ufo:mtch:1v7-03j,54,54
FIXTURE:ufo:mtch:1v9-1dy,54,54
FIXTURE:ufo:mtch:1vc-012,54,54
FIXTURE:ufo:mtch:1vd-0i9,54,54
FIXTURE:ufo:mtch:1ve-02l,54,54
FIXTURE:ufo:mtch:1vf-214,54,54
FIXTURE:ufo:mtch:1vh-2a1,54,54
FIXTURE:ufo:mtch:1vh-2g2,54,54
FIXTURE:ufo:mtch:1vl-06r,54,54
FIXTURE:ufo:mtch:1vl-0cp,54,54
FIXTURE:ufo:mtch:1vm-00e,54,54
FIXTURE:ufo:mtch:1vm-01z,54,54
FIXTURE:ufo:mtch:1vq-06j,54,54
FIXTURE:ufo:mtch:1us-12o,53,53
FIXTURE:ufo:mtch:1uz-01x,53,53
FIXTURE:ufo:mtch:1v6-01h,53,53
FIXTURE:ufo:mtch:1v6-02n,53,53
FIXTURE:ufo:mtch:1v6-04a,53,53
FIXTURE:ufo:mtch:1v6-04k,53,53
FIXTURE:ufo:mtch:1v7-03o,53,53
FIXTURE:ufo:mtch:1v8-02b,53,53
FIXTURE:ufo:mtch:1vb-01l,53,53
FIXTURE:ufo:mtch:1vl-0wm,53,53
FIXTURE:ufo:mtch:1vl-154,53,53
FIXTURE:ufo:mtch:1vl-158,53,53
FIXTURE:ufo:mtch:1vm-06f,53,53
FIXTURE:ufo:mtch:1vo-0b0,53,53
FIXTURE:ufo:mtch:1vq-078,53,53
FIXTURE:ufo:mtch:1us-00i,52,52
FIXTURE:ufo:mtch:1us-090,52,52
FIXTURE:ufo:mtch:1us-0p2,52,52
FIXTURE:ufo:mtch:1us-1qb,52,52
FIXTURE:ufo:mtch:1ut-04o,52,52
FIXTURE:ufo:mtch:1ut-08g,52,52
FIXTURE:ufo:mtch:1ut-0ca,52,52
FIXTURE:ufo:mtch:1uz-00e,52,52
FIXTURE:ufo:mtch:1v0-0c0,52,52
FIXTURE:ufo:mtch:1v2-02u,52,52
FIXTURE:ufo:mtch:1v2-24z,52,52
FIXTURE:ufo:mtch:1v5-25s,52,52
FIXTURE:ufo:mtch:1v6-02y,52,52
FIXTURE:ufo:mtch:1v8-034,52,52
FIXTURE:ufo:mtch:1v8-03v,52,52
FIXTURE:ufo:mtch:1vd-03q,52,52
FIXTURE:ufo:mtch:1ve-01p,52,52
FIXTURE:ufo:mtch:1vh-0d2,52,52
FIXTURE:ufo:mtch:1us-0p1,51,51
FIXTURE:ufo:mtch:1us-0tc,51,51
FIXTURE:ufo:mtch:1ut-018,51,51
FIXTURE:ufo:mtch:1uy-00z,51,51
FIXTURE:ufo:mtch:1uz-01d,51,51
FIXTURE:ufo:mtch:1uz-0a1,51,51
FIXTURE:ufo:mtch:1uz-0ho,51,51
FIXTURE:ufo:mtch:1v0-00w,51,51
FIXTURE:ufo:mtch:1v0-034,51,51
FIXTURE:ufo:mtch:1v2-08o,51,51
FIXTURE:ufo:mtch:1v4-02u,51,51
FIXTURE:ufo:mtch:1v6-055,51,51
FIXTURE:ufo:mtch:1v7-003,51,51
FIXTURE:ufo:mtch:1v8-1bw,51,51
FIXTURE:ufo:mtch:1v9-0bj,51,51
FIXTURE:ufo:mtch:1v9-0le,51,51
FIXTURE:ufo:mtch:1va-08q,51,51
FIXTURE:ufo:mtch:1vb-01n,51,51
FIXTURE:ufo:mtch:1vh-03z,51,51
FIXTURE:ufo:mtch:1vo-0ay,51,51
FIXTURE:ufo:mtch:1vo-0b2,51,51
FIXTURE:ufo:mtch:1vq-01c,51,51
FIXTURE:ufo:mtch:1vr-04h,51,51
FIXTURE:ufo:mtch:1us-0gr,50,50
FIXTURE:ufo:mtch:1us-0h6,50,50
FIXTURE:ufo:mtch:1us-0p8,50,50
FIXTURE:ufo:mtch:1us-0td,50,50
FIXTURE:ufo:mtch:1uw-01r,50,50
FIXTURE:ufo:mtch:1ux-00y,50,50
